,Datum,Filiale,Weizenbrot,Mischbrot,Vollkornbrot,Stangenbrote,Spezialbrot,Brötchen,Süsse_Brötchen,Herzhafte_Brötchen,KonditoreiBlech,Stückgebäck,Blechkuchen,Weihnachtsartikel,Wochentag,Tag,Jahr,Monat,Gesamt,Wochenende_flag,Season,Closed,Outlier,New_Years_Eve,Feiertag_DE,Holidays_SH,Niederschlag,Sonne_h,Temperatur_max
20,2015-01-09,1,60.879260317066,116.89148543246701,89.00101527421292,116.15096873853001,11.9707035899059,176.407668612369,154.301591143492,117.98244049058998,113.5338258347202,196.434015021963,95.5905782427008,0.0,4,9,2015,1,571.3011019645509,0,4,0,0,0,0,0.0,0.0,0.0,-0.4
21,2015-01-09,2,81.83717505101629,86.05965688373979,104.70471046546899,18.964155131775,0.0,299.47963387107995,169.054984879557,68.3937656273783,54.501352036399204,156.753337436989,57.8032947705005,0.0,4,9,2015,1,591.04533140308,0,4,0,0,0,0,0.0,0.0,0.4,-0.4
22,2015-01-09,3,100.87550551652001,37.252558767031495,107.095400030642,49.9732397711753,0.0,327.13922301141497,59.876746031999595,97.6590763025633,149.3338881806871,280.82088538193,103.45610233571699,0.0,4,9,2015,1,622.3359270967837,0,4,0,0,0,0,0.0,0.0,0.0,-0.8
23,2015-01-10,1,43.24675309201321,103.921141684603,75.56145950476991,121.511266936289,0.0,158.055967120963,138.33193262620898,101.605059400007,116.2315389338294,185.33142338596198,56.798419110626796,0.0,5,10,2015,1,502.2965883386381,1,4,0,0,0,0,0.0,1.9,0.0,0.9
24,2015-01-10,2,64.6737066320128,50.0149988360307,72.9707394143832,53.6188457538728,70.1577218964831,359.076599283573,192.614478224309,69.57940723253179,73.5165546174528,190.755929449138,88.6284883702428,0.0,5,10,2015,1,670.5126118163555,1,4,0,0,0,0,0.0,0.0,2.7,3.9
25,2015-01-10,3,113.75182694040501,54.0119970366701,82.43895496674129,102.82194512024999,25.6292177011005,598.4235490035579,141.650558578235,105.06884070893899,136.309866254163,262.138497411662,83.11763981797209,0.0,5,10,2015,1,977.0774907687248,1,4,0,0,0,0,0.0,6.4,0.0,5.3
26,2015-01-11,2,0.0,65.6067968264825,82.84745672953841,37.4223018850086,92.1487701506342,564.922075327594,233.410402325488,59.7131312535332,228.19144795301338,171.337440703525,138.29258465754998,0.0,6,11,2015,1,842.9474009192577,1,4,0,0,0,0,0.0,0.0,5.9,6.0
27,2015-01-11,3,0.0,69.9084434072139,102.344223484263,58.4498270846513,24.446913449365898,1070.84428583872,304.578252517394,127.813763193295,293.581173779129,334.390928261092,187.640945451218,0.0,6,11,2015,1,1325.993693264214,1,4,0,0,0,0,0.0,16.6,0.0,5.2
28,2015-01-12,1,70.49807855937541,138.087031091909,95.26514391679251,113.264590595097,-4.74126386665868,205.76993053347198,133.947241872108,155.906980090018,112.09873009463969,164.94280693236,64.5793510869579,0.0,0,12,2015,1,618.1435108299872,0,4,0,0,0,0,0.0,8.1,0.0,2.4
29,2015-01-12,2,64.9536931767253,70.28875978702371,105.33884544270398,43.440743782903496,0.0,248.29768303763902,148.094754011919,76.23010350606249,46.6993046611638,143.66367837324898,28.088837303491502,0.0,0,12,2015,1,532.3197252269955,0,4,0,0,0,0,0.0,0.0,0.6,2.3
30,2015-01-12,3,104.82769868916401,46.7292686010165,163.159557964782,53.3427879736926,11.9519250703232,317.47648802968,60.5953970662815,71.1657163135725,92.27112792478991,265.47515754145803,74.8715790994376,0.0,0,12,2015,1,697.4877263286584,0,4,0,0,0,0,0.0,0.0,0.0,-1.0
31,2015-01-13,1,50.583444922702704,132.897935722343,118.306049223892,139.56279498890498,21.378477143447398,193.77640432768501,147.179699062335,135.915405705442,92.02583886653001,199.441655901152,40.1384639645725,0.0,1,13,2015,1,656.5051063289751,0,4,0,0,0,0,0.0,4.5,0.1,1.5
32,2015-01-13,2,89.2134060917172,49.9703549709165,89.1171738938114,45.7959369780098,0.0,270.955755182734,146.139367204532,80.3648748012931,42.628797544211395,174.32939357829102,53.0024366083109,0.0,1,13,2015,1,545.0526271171889,0,4,0,0,0,0,0.0,0.2,0.9,2.3
33,2015-01-13,3,114.95502394183701,65.08897786989161,102.6679703296,44.1456054885808,23.2378317877986,326.56796602767,48.56348202012771,76.428414431273,95.79221666618228,270.59266903914,71.6685543103264,0.0,1,13,2015,1,676.663375445378,0,4,0,0,0,0,0.0,0.4,0.2,0.0
34,2015-01-14,1,68.0716676078901,128.593465345258,93.1056471603595,101.18651665506799,9.50720529119468,237.946419333165,145.808066649571,122.891267412074,115.76123271629109,237.026647406656,78.69195433120609,0.0,2,14,2015,1,638.4109213929353,0,4,0,0,0,0,0.0,0.5,1.8,-0.4
35,2015-01-14,2,88.3196850281646,39.9871149435893,78.5068326938013,24.1062821343425,0.0,267.397130403907,173.30879369359297,61.1311440798948,57.5194212391942,167.046432677097,31.903633514050004,0.0,2,14,2015,1,498.3170452038047,0,4,0,0,0,0,0.0,0.0,2.6,1.4
36,2015-01-14,3,110.836350326353,51.1759023736687,118.61470010488001,70.10277676340239,26.6760556108437,302.491399535681,46.4975379973205,68.45398200547889,107.26257310225401,327.985844966269,88.930268470163,0.0,2,14,2015,1,679.8971847148289,0,4,0,0,0,0,0.0,0.0,5.3,1.5
37,2015-01-15,1,53.0252118027279,117.34711231868,83.18882145640491,114.290025604573,7.32716429838824,197.22360161663102,155.406176356756,130.228794891992,110.74542393952859,247.89402416702004,83.07679423678121,0.0,3,15,2015,1,572.401937097405,0,4,0,0,0,0,0.0,0.0,0.0,5.0
38,2015-01-15,2,78.7079680544296,78.9572027176445,106.388822158542,37.201678786125605,0.0,253.94558048000198,160.76201811166598,61.2776838068096,57.288364926086,184.25458875656102,31.9519597899619,0.0,3,15,2015,1,555.2012521967437,0,4,0,0,0,0,0.0,0.1,6.9,5.0
39,2015-01-15,3,133.830047712423,64.9828128852054,140.469892964506,37.6723150057011,29.198700430637103,379.47479970207496,89.5141381447362,88.9485532952699,112.12076828580099,380.932806290615,104.534341809331,0.0,3,15,2015,1,785.6285687005476,0,4,0,0,0,0,0.0,0.0,0.0,7.5
40,2015-01-16,1,65.1981709348717,139.519865541607,121.92760243453999,128.636346621955,29.4869420905447,229.38109226277902,152.758587040766,137.450685066533,99.5550568988793,269.116367859131,100.565319306277,0.0,4,16,2015,1,714.1500198862974,0,4,0,0,0,0,0.0,0.0,1.6,8.7
41,2015-01-16,2,82.841189103587,55.8504935739556,110.638750312422,55.65242114372111,57.864430833766,334.594842569788,162.958302854112,92.7070339607271,47.757376729035904,222.677045089189,70.2082134731252,0.0,4,16,2015,1,697.4421275372397,0,4,0,0,0,0,0.0,0.0,0.0,4.0
42,2015-01-16,3,110.404234569915,61.1638559583698,130.278099271842,70.0393886015186,25.6552104050221,315.503341435609,61.6182301395276,94.22424701908591,117.413321977092,345.84988014188303,117.724498284585,0.0,4,16,2015,1,713.0441302422764,0,4,0,0,0,0,0.0,0.0,0.0,2.6
43,2015-01-17,1,43.2420277973167,153.222702920486,83.4399790128114,128.310460380149,12.6571862070807,226.882597442379,158.686317891878,133.807114999728,161.5173101251719,241.105921528352,97.4089612549458,0.0,5,17,2015,1,647.7549537602229,1,4,0,0,0,0,0.0,0.0,0.0,1.7
44,2015-01-17,2,61.530646691117404,58.358417455567896,97.6268893183469,42.810368412101,0.0,463.457041267276,179.513432543541,101.292618270679,178.79786456335498,287.013656707343,50.3412482409929,0.0,5,17,2015,1,723.7833631444091,1,4,0,0,0,0,0.0,0.0,1.0,3.4
45,2015-01-17,3,114.68917879850001,68.50743112902501,104.95511697221501,75.9638669407985,20.233923036607198,631.7816511988331,139.55386807357002,100.238339462733,121.01077620449,220.95541614879397,61.09305219828261,0.0,5,17,2015,1,1016.1311680759788,1,4,0,0,0,0,0.0,0.0,0.0,3.7
46,2015-01-18,2,0.0,51.8781417699258,89.8788628347473,0.0,67.5207800075053,598.401472178045,259.946399340668,54.672220891714794,326.08216435766724,164.42989558668302,128.67900995084102,0.0,6,18,2015,1,807.6792567902233,1,4,0,0,0,0,0.0,0.0,0.0,2.9
47,2015-01-18,3,0.0,44.4156645486255,114.202368180677,62.7243437280787,30.8787442397762,1173.1909650605498,320.426037246583,159.6615221133,310.809776341673,332.715233992479,192.428412401582,0.0,6,18,2015,1,1425.4120857577072,1,4,0,0,0,0,0.0,0.0,0.3,3.0
48,2015-01-19,1,89.1894392346957,159.486464218483,126.177177799876,146.155981290994,33.513445784570195,192.73146137973202,134.67728143627198,135.763660304344,72.5157329650223,193.80538949648,64.1235548894599,0.0,0,19,2015,1,747.253969708351,0,4,0,0,0,0,0.0,0.0,5.4,7.6
49,2015-01-19,2,88.24787985889222,81.8416537669249,115.67559166850799,55.75310742809529,0.0,308.055462772316,178.357670843432,85.697363021995,65.065928928972,165.80513309161,71.4092615078569,0.0,0,19,2015,1,649.5736954947364,0,4,0,0,0,0,0.0,0.0,6.9,7.9
50,2015-01-19,3,112.097080685454,80.8540832888606,145.279620257026,56.7431988914266,0.0,300.210937264848,83.6851111627898,92.725835986024,93.0371677757914,254.801025865204,100.023045940757,0.0,0,19,2015,1,695.1849203876152,0,4,0,0,0,0,0.0,5.9,0.0,5.1
51,2015-01-20,1,78.7512988262582,151.466305014222,93.1280836356167,159.54347917419,9.42599503413401,181.187693629263,149.834404475215,143.080554429189,107.54375080948901,157.036944765577,110.33051260606301,0.0,1,20,2015,1,673.502855313684,0,4,0,0,0,0,0.0,3.5,0.0,5.7
52,2015-01-20,2,89.15450564044208,68.521310006669,107.31248297118499,37.664340595896,0.0,292.989257162844,154.295232701635,75.0703190714636,36.7304468546403,202.369266289045,87.1414097219501,0.0,1,20,2015,1,595.6418963770361,0,4,0,0,0,0,0.0,0.8,4.3,7.1
53,2015-01-20,3,107.178343802645,69.2399290232198,114.36480340192,59.0406406287971,18.8742087020413,245.279544649958,69.54210717377241,102.266417542875,101.53188857559601,222.740576190813,66.12330886498839,0.0,1,20,2015,1,613.9774702085812,0,4,0,0,0,0,0.0,1.7,0.4,6.3
54,2015-01-21,1,41.03493421805,142.638881563587,99.3667289478969,125.140722033142,16.0254420827961,218.501207621301,152.923559744037,124.244144182706,66.2550557840686,177.19965761505,78.8370681454891,0.0,2,21,2015,1,642.707916466773,0,4,0,0,0,0,0.0,0.0,1.5,6.5
55,2015-01-21,2,69.9495745048869,69.5423524412675,126.774642391698,41.8382044811725,0.0,268.912801258171,162.340976839941,91.0799199044487,37.048242629237706,190.002278108919,73.8885554733686,0.0,2,21,2015,1,577.0175750771959,0,4,0,0,0,0,0.0,0.7,3.7,7.9
56,2015-01-21,3,116.08125146866001,62.42204811912949,124.07250667263901,48.0237002446051,0.0,315.266696583416,63.229774405606,78.796340433701,109.72985201653499,249.520341402966,114.90921401052401,0.0,2,21,2015,1,665.8662030884495,0,4,0,0,0,0,0.0,1.0,2.1,7.9
57,2015-01-22,1,67.53938075405661,165.431063526546,116.522774660823,132.011526657458,21.9846093733204,248.614830140355,166.283412448001,141.38947080622,109.425558409377,229.360226328503,96.2851018751238,0.0,3,22,2015,1,752.104185112559,0,4,0,0,0,0,0.0,4.8,0.0,5.6
58,2015-01-22,2,77.6624565242313,55.866460622663205,102.48093318243001,62.829468554857904,0.0,280.453761855619,156.869595781927,69.8107425091532,68.188940877516,236.90630356891103,54.463759063377104,0.0,3,22,2015,1,579.2930807398014,0,4,0,0,0,0,0.0,1.7,4.3,7.3
59,2015-01-22,3,132.852933576586,78.46906683140399,122.67378204056601,86.980596891366,31.5372930281594,365.45991305763704,75.0843959618497,95.4193921087833,132.87024880016472,398.02050398709,86.8755067685952,0.0,3,22,2015,1,817.9735854257185,0,4,0,0,0,0,0.0,2.1,0.7,8.8
60,2015-01-23,1,56.99515417440411,121.12778223327,125.427727493002,140.782421199297,13.863095664231501,211.32191052802398,161.69911805223498,137.671035459284,132.8018420785852,260.527869752469,108.820607111969,0.0,4,23,2015,1,669.5180912922285,0,4,0,0,0,0,0.0,2.9,0.8,6.1
61,2015-01-23,2,71.9212580169765,83.02705400149979,86.9339890891861,59.6330942161492,0.0,273.268026726394,152.03842975843799,73.3937157877443,58.959952770033105,202.542989381152,61.06047733668571,0.0,4,23,2015,1,574.7834220502057,0,4,0,0,0,0,0.0,6.8,1.8,6.4
62,2015-01-23,3,108.938622794375,72.5605907691171,139.83094915060602,102.09083866210399,25.7429549705916,329.964980010921,70.74752157078309,115.92975295959101,140.7089183637894,347.904897036177,107.781219893261,0.0,4,23,2015,1,779.1289363577147,0,4,0,0,0,0,0.0,2.3,2.9,7.3
63,2015-01-24,1,64.9092038372435,126.76247466344499,87.34089468921421,135.207757606123,30.812569346507395,163.291311692525,154.452401423858,93.7457547772986,140.98267975676043,184.85085655011798,58.0504633546776,0.0,5,24,2015,1,608.3242118350581,1,4,0,0,0,0,0.0,0.1,2.9,7.9
64,2015-01-24,2,77.6773086873179,76.0636740064458,113.808672050709,62.66552198431889,54.759895906323,393.86976653478996,207.50514277248402,73.6383925252935,42.4332685921014,250.491855814327,137.077995628676,0.0,5,24,2015,1,778.8448391699046,1,4,0,0,0,0,0.0,0.0,0.5,9.1
65,2015-01-24,3,117.182262185656,70.4644251063247,133.037953872718,82.8023684666545,31.0622980365452,675.121768351138,166.125181232368,79.3552750507521,132.8656451537,317.538403314134,73.53135593279059,0.0,5,24,2015,1,1109.6710760190365,1,4,0,0,0,0,0.0,0.0,0.4,12.1
66,2015-01-25,2,0.0,53.938515568500996,97.55236027409781,28.0734745759636,55.341307159132,582.798906473524,259.229639581256,82.06328494457058,264.1979456514963,221.879257250439,210.098953957438,0.0,6,25,2015,1,817.7045640512183,1,4,0,0,0,0,0.0,0.0,9.3,16.7
67,2015-01-25,3,0.0,77.9838529020289,80.2188204957196,57.3738266431951,30.3954527327727,1150.1265798276402,304.200092940957,165.125226830354,362.672718810361,270.081516350411,223.335886069792,0.0,6,25,2015,1,1396.0985326013565,1,4,0,0,0,0,0.0,1.0,5.1,10.3
68,2015-01-26,1,66.310090727453,156.293512292566,111.958953124146,146.786315272252,20.7718005786246,201.96605006231002,164.252790481825,112.27076305748999,112.88146996253028,187.61981847706002,73.2146655010281,0.0,0,26,2015,1,704.0867220573516,0,4,0,0,0,0,0.0,0.0,5.6,11.1
69,2015-01-26,2,76.5023451287097,83.839299758458,117.338941980964,40.4058801061042,0.0,275.409328085607,168.684831938256,86.8236585635616,50.2493812085921,160.59216421978599,46.6299664495148,0.0,0,26,2015,1,593.495795059843,0,4,0,0,0,0,0.0,0.0,10.8,10.5
70,2015-01-26,3,118.79469658619699,48.083368478050794,116.39156642571999,80.24495299980691,5.16213416827807,297.887258137498,64.5086087313021,83.20532797750641,103.68156418410801,227.421874828951,109.291389775219,0.0,0,26,2015,1,666.5639767955507,0,4,0,0,0,0,0.0,0.0,10.8,8.3
71,2015-01-27,1,57.0023413986232,149.272392586609,100.126932813449,127.35764492941601,18.5606695380951,228.986683414042,156.344426747536,163.72812234206899,134.8805526476127,214.40884727242002,91.14532929735078,0.0,1,27,2015,1,681.3066646802343,0,4,0,0,0,0,0.0,0.0,2.6,6.2
72,2015-01-27,2,71.8959994682203,64.7105521081677,103.54314069993,33.739606173961896,0.0,287.975981592873,159.787351306739,88.59753730920471,74.75943256234679,168.583238796237,46.093113798153404,0.0,1,27,2015,1,561.8652800431529,0,4,0,0,0,0,0.0,0.0,1.2,6.5
73,2015-01-27,3,111.450995652553,68.1626469265146,109.294670296866,66.7296385309724,32.3116321082152,293.028894215175,65.776329311168,87.10527980101101,96.0722514569197,269.168110264922,121.333223843963,0.0,1,27,2015,1,680.9784777302962,0,4,0,0,0,0,0.0,0.0,0.0,6.1
74,2015-01-28,1,47.3518670052763,134.154118545972,84.1043021757187,143.483456907217,-0.47294107769124205,161.40486323394302,133.717973183021,120.509406466448,139.1257729319451,191.152335923681,63.8441864400813,0.0,2,28,2015,1,570.0256667904357,0,4,0,0,0,0,0.0,0.0,6.9,10.1
75,2015-01-28,2,73.5804415739057,78.3654363348125,95.3848675695141,35.7613713009652,0.0,306.078536681413,165.934007050082,101.075447729513,60.9650469370887,206.848082289855,62.7745018419384,0.0,2,28,2015,1,589.1706534606105,0,4,0,0,0,0,0.0,0.0,9.4,12.2
76,2015-01-28,3,77.6267690152773,70.8633988357047,132.091302279652,73.7979234904403,6.747667000022429,325.363591213031,69.498613633449,63.143161946590205,101.846871747472,270.376052901883,112.002441617997,0.0,2,28,2015,1,686.4906518341277,0,4,0,0,0,0,0.0,0.0,6.3,13.1
77,2015-01-29,1,67.71892595438439,124.433298705204,74.04539901156049,139.432909430333,25.938761937680102,206.287858356334,152.05295347353902,125.930385693402,106.0654477692124,237.63302694672,77.19885986180309,0.0,3,29,2015,1,637.857153395496,0,4,0,0,0,0,0.0,0.0,11.1,12.4
78,2015-01-29,2,69.6113512038611,102.406094338957,110.12380139577499,42.5095242060459,0.0,283.741717033088,159.146097148586,100.04201909283701,45.2097267526501,199.487489820459,68.9163594801045,0.0,3,29,2015,1,608.392488177727,0,4,0,0,0,0,0.0,4.1,1.4,7.6
79,2015-01-29,3,132.77026446292,56.3462832516351,140.233896228352,61.901052398392494,23.7897165576275,349.387402797901,94.1547028328425,75.70174043348258,174.5467721998467,389.05025893155295,90.38244502050829,0.0,3,29,2015,1,764.4286156968282,0,4,0,0,0,0,0.0,3.3,0.0,5.1
80,2015-01-30,1,52.92082471244701,131.769694672382,76.06712385846859,119.89845271503599,14.5787727254934,276.37858674938997,180.803249127252,116.842617921103,143.0945038235663,251.559571226591,127.242064767315,0.0,4,30,2015,1,671.613455433217,0,4,0,0,0,0,0.0,0.0,11.2,6.2
81,2015-01-30,2,84.0327091279227,59.8785391145164,99.2604543016901,33.6117067246209,0.0,332.985201978315,187.96942828842302,89.5234444079997,63.013711246111,200.666974483611,63.49493087333139,0.0,4,30,2015,1,609.7686112470651,0,4,0,0,0,0,0.0,0.0,10.0,9.9
82,2015-01-30,3,111.656551656298,107.40095535538401,155.41362802369102,85.38935897826259,34.6716013326755,360.191233091653,95.90345273679459,107.59280368748699,66.7881114135262,277.09620701321603,137.958450957297,0.0,4,30,2015,1,854.723328437964,0,4,0,0,0,0,0.0,0.0,2.4,9.3
83,2015-01-31,1,74.9719771423365,120.216749109259,76.75603846217071,148.751593481242,-16.734304203004196,233.196290019116,131.470267543877,125.88398383464799,122.572601776048,218.078017443913,105.69084043081101,0.0,5,31,2015,1,637.15834401112,1,4,0,0,0,0,0.0,1.7,2.0,8.9
84,2015-01-31,2,78.8393432654256,48.136623444768496,113.809908821516,56.44530128814879,0.0,428.39361171516504,189.85192500389098,112.409962381866,68.9687696329059,354.25667524457396,66.9014916213793,0.0,5,31,2015,1,725.624788535024,1,4,0,0,0,0,0.0,0.0,0.5,9.2
85,2015-01-31,3,115.30969378815,38.3380163149033,124.96083328978202,85.5476675822707,22.475494639651103,742.6941227036999,174.820043930335,86.4897429626309,110.281371766245,321.82372438436903,102.38338262268299,0.0,5,31,2015,1,1129.325828318457,1,4,0,0,0,0,0.0,2.5,0.3,8.1
86,2015-02-01,2,0.0,48.56466288064771,87.7981700469429,42.92073052943871,56.1847005800027,650.950244536138,253.628003755095,70.1726691557068,284.67171509149694,216.735694092141,152.600282164643,0.0,6,1,2015,2,886.41850857317,1,4,0,0,0,0,0.0,8.9,1.4,10.6
87,2015-02-01,3,0.0,40.8315843193744,106.10852517234899,0.0,25.306986386596602,1072.2716921221902,290.847055620842,145.615808452957,377.350338438189,315.97896605799,217.293680912787,0.0,6,1,2015,2,1244.51878800051,1,4,0,0,0,0,0.0,13.0,0.0,9.6
88,2015-02-02,1,89.3434740310618,135.725873790628,139.820762962023,142.707988768275,19.810474956350202,245.020500641012,166.216956378454,145.86768118005898,149.795685909704,293.76598958024897,56.54412644401,0.0,0,2,2015,2,772.42907514935,0,4,0,0,0,0,0.0,6.7,3.2,7.9
89,2015-02-02,2,91.6413021368903,89.00910509780759,116.473398955789,50.6611335022227,0.0,327.116597636828,158.136088735963,89.8617793169569,188.379753567308,218.996588181974,45.3785938329495,0.0,0,2,2015,2,674.9015373295376,0,4,0,0,0,0,0.0,11.3,0.1,8.1
90,2015-02-02,3,134.514912433332,86.5036167232083,174.484673523391,55.1881875332542,34.1628071419337,336.145183499454,62.4652230894932,85.44760107443508,171.32652183092569,345.74714267435206,78.6404663148172,0.0,0,2,2015,2,820.9993808545732,0,4,0,0,0,0,0.0,3.1,4.8,7.5
91,2015-02-03,1,72.31123015808821,144.998865535277,131.39234008937999,110.12004837417601,9.23247651185226,233.739458244834,152.484561269824,143.176814819345,99.0186367178739,284.208926784069,76.61772688869371,0.0,1,3,2015,2,701.7944189136075,0,4,0,0,0,0,0.0,0.4,8.7,8.7
92,2015-02-03,2,82.0236915631815,79.7778454694827,120.06518727872,24.9094755432514,0.0,281.736457489798,154.46830578423,96.38417700021229,146.132303400209,252.85800102698502,24.180515193349105,0.0,1,3,2015,2,588.5126573444336,0,4,0,0,0,0,0.0,0.0,7.4,8.7
93,2015-02-03,3,100.045095378734,78.8921936306,146.556046989853,43.987945152042705,14.1013158104541,364.101893383814,67.6934130009839,83.8940756029018,192.19295974987818,386.592593561932,74.758724989185,0.0,1,3,2015,2,747.6844903454978,0,4,0,0,0,0,0.0,0.0,12.4,9.6
