,Datum,Weizenbrot,Mischbrot,Vollkornbrot,Stangenbrote,Spezialbrot,Brötchen,Süsse_Brötchen,Herzhafte_Brötchen,KonditoreiBlech,Stückgebäck,Blechkuchen,Weihnachtsartikel,Gesamt,Wochentag,Jahr,Monat,Wochenende
19,2015-01-20,78.7512988262582,151.466305014222,93.1280836356167,159.54347917419,9.42599503413401,181.187693629263,149.834404475215,143.080554429189,107.54375080948901,157.036944765577,110.33051260606301,0.0,673.502855313684,1,2015,1,Wochentag
20,2015-01-21,41.03493421805,142.638881563587,99.3667289478969,125.140722033142,16.0254420827961,218.501207621301,152.923559744037,124.244144182706,66.2550557840686,177.19965761505,78.8370681454891,0.0,642.707916466773,2,2015,1,Wochentag
21,2015-01-22,67.53938075405661,165.431063526546,116.522774660823,132.011526657458,21.9846093733204,248.614830140355,166.283412448001,141.38947080622,109.425558409377,229.360226328503,96.2851018751238,0.0,752.104185112559,3,2015,1,Wochentag
22,2015-01-23,56.99515417440411,121.12778223327,125.427727493002,140.782421199297,13.863095664231501,211.32191052802398,161.69911805223498,137.671035459284,132.8018420785852,260.527869752469,108.820607111969,0.0,669.5180912922285,4,2015,1,Wochentag
23,2015-01-24,64.9092038372435,126.76247466344499,87.34089468921421,135.207757606123,30.812569346507395,163.291311692525,154.452401423858,93.7457547772986,140.98267975676043,184.85085655011798,58.0504633546776,0.0,608.3242118350581,5,2015,1,Wochenende
24,2015-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,1,Wochenende
25,2015-01-26,66.310090727453,156.293512292566,111.958953124146,146.786315272252,20.7718005786246,201.96605006231002,164.252790481825,112.27076305748999,112.88146996253028,187.61981847706002,73.2146655010281,0.0,704.0867220573516,0,2015,1,Wochentag
26,2015-01-27,57.0023413986232,149.272392586609,100.126932813449,127.35764492941601,18.5606695380951,228.986683414042,156.344426747536,163.72812234206899,134.8805526476127,214.40884727242002,91.14532929735078,0.0,681.3066646802343,1,2015,1,Wochentag
27,2015-01-28,47.3518670052763,134.154118545972,84.1043021757187,143.483456907217,-0.47294107769124205,161.40486323394302,133.717973183021,120.509406466448,139.1257729319451,191.152335923681,63.8441864400813,0.0,570.0256667904357,2,2015,1,Wochentag
28,2015-01-29,67.71892595438439,124.433298705204,74.04539901156049,139.432909430333,25.938761937680102,206.287858356334,152.05295347353902,125.930385693402,106.0654477692124,237.63302694672,77.19885986180309,0.0,637.857153395496,3,2015,1,Wochentag
29,2015-01-30,52.92082471244701,131.769694672382,76.06712385846859,119.89845271503599,14.5787727254934,276.37858674938997,180.803249127252,116.842617921103,143.0945038235663,251.559571226591,127.242064767315,0.0,671.613455433217,4,2015,1,Wochentag
30,2015-01-31,74.9719771423365,120.216749109259,76.75603846217071,148.751593481242,-16.734304203004196,233.196290019116,131.470267543877,125.88398383464799,122.572601776048,218.078017443913,105.69084043081101,0.0,637.15834401112,5,2015,1,Wochenende
31,2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,2,Wochenende
32,2015-02-02,89.3434740310618,135.725873790628,139.820762962023,142.707988768275,19.810474956350202,245.020500641012,166.216956378454,145.86768118005898,149.795685909704,293.76598958024897,56.54412644401,0.0,772.42907514935,0,2015,2,Wochentag
33,2015-02-03,72.31123015808821,144.998865535277,131.39234008937999,110.12004837417601,9.23247651185226,233.739458244834,152.484561269824,143.176814819345,99.0186367178739,284.208926784069,76.61772688869371,0.0,701.7944189136075,1,2015,2,Wochentag
34,2015-02-04,50.088478458258706,156.547914224146,125.03691806483,128.257288521122,0.0,227.98401114917198,152.137586609639,137.04078164373,85.5596941747271,322.664268640391,73.0295830816922,0.0,687.9146104175287,2,2015,2,Wochentag
35,2015-02-05,68.71749843285599,173.00113251994998,95.750701369303,134.393142313808,26.583549423664603,207.569871698531,170.365841882904,165.71321965673,77.47752269820971,335.250179329905,50.116408053399894,0.0,706.0158957581126,3,2015,2,Wochentag
36,2015-02-06,57.8740376652936,134.72185564356002,124.565797275688,114.797201640933,22.2304272550646,233.140260694706,150.302061325276,129.087277617675,134.224681169751,305.383512102756,56.544117422682,0.0,687.3295801752452,4,2015,2,Wochentag
37,2015-02-07,51.7164613206769,148.482608793346,93.7730654519796,123.298499917583,18.389588812114898,212.583776228561,143.790044307255,113.829926337973,95.56269420363449,354.734595177554,57.5325662905097,0.0,648.2440005242614,5,2015,2,Wochenende
38,2015-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,2,Wochenende
39,2015-02-09,101.847183170986,162.090716012791,170.05179207201,121.36393410953698,13.482628768511601,249.357819259192,145.711805641666,118.065234524741,114.19980860716801,290.413133784997,64.11883342419421,0.0,818.1940733930276,0,2015,2,Wochentag
40,2015-02-10,66.2459317401272,156.595056967938,108.87290434451401,131.321744571382,16.5680038102225,251.71333762835,160.045791902006,115.208319915013,85.79516292801509,298.125331065788,61.693155673624496,0.0,731.3169790625337,1,2015,2,Wochentag
41,2015-02-11,52.56117666082971,143.795049261689,92.5638078252524,132.744464345444,14.978653683575999,248.31039479510702,159.887425722444,104.54173176058,64.2643355433264,265.555838301148,49.1811869803949,0.0,684.9535465718981,2,2015,2,Wochentag
42,2015-02-12,68.6632117427174,151.92492538840798,117.07760824398301,115.089541059461,5.665625019550981,244.846221021494,140.443995309155,143.74831993576402,130.794941863517,386.92918437930496,55.1240308789903,0.0,703.2671324756143,3,2015,2,Wochentag
43,2015-02-13,56.8364845208964,120.52119350182899,88.8413486027721,139.0307712304,21.019495217923602,209.12012053275902,151.571284239276,154.451469550438,127.06218550647199,307.379045728035,86.84292838453942,0.0,635.3694136065801,4,2015,2,Wochentag
44,2015-02-14,64.05316733585249,144.647192934979,116.811743217045,123.234047662883,17.2370044240155,209.109615488825,162.322277502185,121.729718526585,152.228682806466,292.245745482057,0.0,0.0,675.0927710635999,5,2015,2,Wochenende
45,2015-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,2,Wochenende
46,2015-02-16,61.37612729260321,172.626354544199,139.999187865398,121.316477767078,5.64423169672996,211.656714857109,156.85366336071698,157.53179460548,94.11224914025111,320.173245329132,51.00203299689879,0.0,712.6190940231171,0,2015,2,Wochentag
47,2015-02-17,52.8686909504698,144.018703016368,118.973523418247,123.243249926029,21.3856779204551,216.437072891534,164.716894394159,126.370158980681,106.452892573253,285.853187760785,48.96082976211989,0.0,676.9269181231028,1,2015,2,Wochentag
48,2015-02-18,59.3290633049642,125.552079646012,86.97597424303909,127.19355611976499,17.6703757150591,267.60035274885104,161.404535904427,140.252049986303,106.507788101851,317.803726433139,52.287059971823396,0.0,684.3214017776904,2,2015,2,Wochentag
49,2015-02-19,52.311997970342,143.75579154487102,114.016128112401,123.26878800000401,17.012360919673,209.784055420187,156.113056974855,144.940516078145,141.44274634041702,349.286783131369,40.61918311925,0.0,660.149121967478,3,2015,2,Wochentag
50,2015-02-20,26.0687940131354,133.163514807755,91.39791512764491,133.524031196168,31.0821322017247,203.732854523955,149.033516172859,125.61606766377399,130.77361787336702,352.470947001826,57.6618132683869,0.0,618.969241870383,4,2015,2,Wochentag
51,2015-02-21,42.956970412652595,129.006540350928,95.30627717737909,112.579011332677,13.3619874673247,215.299414998355,139.684957965226,90.2891945852902,99.51616249725842,290.099118679383,52.0080350567034,0.0,608.5102017393164,5,2015,2,Wochenende
52,2015-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,2,Wochenende
53,2015-02-23,61.8521952227489,151.064009437941,95.33808060017941,142.21333916203199,-3.71646963528943,209.670452348104,157.003389058004,154.43051707277002,134.44726136882508,191.82209934692003,66.886195563638,0.0,656.4216071357158,0,2015,2,Wochentag
54,2015-02-24,27.866798160940498,149.733633150043,96.8205818098958,139.052481790187,32.208711835248195,201.47717608259103,159.906560851518,144.02900476423798,124.1627016825288,184.504917945419,94.74246029368109,0.0,647.1593828289056,1,2015,2,Wochentag
55,2015-02-25,57.901944975620204,117.125448996863,106.03084427712601,119.67790559879299,14.380745740587802,224.29218239794898,170.356065022703,124.937411774996,101.5829416971788,162.434291938663,71.4935436483657,0.0,639.409071986939,2,2015,2,Wochentag
56,2015-02-26,50.454853403877,144.195030511011,116.704272274905,108.681869170931,35.6551370933172,230.269697426985,187.38752237990397,117.23497047096701,95.84158887282742,191.428768588569,90.13805854663342,0.0,685.9608598810262,3,2015,2,Wochentag
57,2015-02-27,52.2405872660143,127.811248350483,88.30761325917672,128.110667148177,14.8663274685711,223.531268020298,154.333623350073,93.0993711749296,139.4382605895148,212.709983860513,104.868806204095,0.0,634.8677115127201,4,2015,2,Wochentag
58,2015-02-28,73.0401376275615,148.38534424251,100.47444884040002,131.302549084005,29.0730511138549,249.73774549083998,135.98469878690702,93.7493725865876,191.2658835913556,223.47790630052998,137.609552512874,0.0,732.0132763991714,5,2015,2,Wochenende
59,2015-03-01,0.0,143.717147971993,0.0,105.50245560585199,0.0,147.827673701263,103.38634828562701,41.2262107898883,254.77799305465896,180.594668900912,131.463605112447,0.0,397.047277279108,6,2015,3,Wochenende
60,2015-03-02,58.9386509760118,151.425423568507,105.19625042991501,122.469254054254,-7.83045087432881,205.13044493914398,165.576425534148,142.051644953873,98.0991750978534,220.99412327902303,76.7503712525208,0.0,635.329573093503,0,2015,3,Wochentag
61,2015-03-03,53.6868537497518,121.34710973972099,101.126065091672,134.615253368965,10.7962736952339,241.323570341266,152.693395794633,100.878507863677,139.6910830389133,177.242772373813,48.396015760579004,0.0,662.8951259866096,1,2015,3,Wochentag
62,2015-03-04,41.4297843353488,123.18670522201799,94.70174798575741,132.86232429395798,28.3603758854956,194.380094705238,179.449026264276,133.64775523851802,136.1712469829869,141.873603063608,80.661464389596,0.0,614.9210324278158,2,2015,3,Wochentag
63,2015-03-05,69.3480964126653,139.963252077042,119.311726929049,143.908817592772,4.915237845738369,238.452332718652,155.456501241745,168.774447197833,117.8574282473082,214.825870535186,50.891116878728106,0.0,715.8994635759187,3,2015,3,Wochentag
64,2015-03-06,68.2143281574762,130.590145169702,96.7484352864163,154.85339894388,24.7711251696986,199.71140409027802,171.281531877852,106.06113078898001,121.52791530960221,186.07113713609903,96.9802634857963,0.0,674.8888368174511,4,2015,3,Wochentag
65,2015-03-07,64.2070075560497,134.627686055988,105.163138305835,130.305150763033,30.8511773485183,203.085663554246,165.592272693169,78.2105652313122,103.92446425437099,191.896040923418,46.211577807432604,0.0,668.23982358367,5,2015,3,Wochenende
66,2015-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,3,Wochenende
67,2015-03-09,60.0963972082516,138.303689563035,123.57436251591001,117.955841195178,9.39259615274608,223.648263742891,170.315801264143,140.995966013604,73.98472049874348,189.4934193661,107.184344427675,0.0,672.9711503780118,0,2015,3,Wochentag
68,2015-03-10,58.6168861431396,170.102496996884,120.601608833587,121.307293993473,13.770888508682301,232.365521932335,171.036853944788,137.605371949639,149.8843236559014,183.66820525364497,114.225701759725,0.0,716.7646964081009,1,2015,3,Wochentag
69,2015-03-11,55.291943443578994,119.30726048313801,102.797719685509,128.316009182629,22.4328170289431,224.439031560569,164.39139275476,150.084257558834,136.853264615704,195.926484602445,94.19040235605341,0.0,652.584781384367,2,2015,3,Wochentag
70,2015-03-12,46.7023498637883,130.23516052601602,100.177617521554,132.81499914967,25.575495311814798,258.591489630016,165.872578102578,188.223747422027,142.19471624170598,233.09905662767503,76.58599408929409,0.0,694.0971120028591,3,2015,3,Wochentag
71,2015-03-13,80.0834932200098,154.21239324491302,83.4932378525815,143.087883012327,18.6770364498752,250.945813514181,185.811306021824,136.911553073958,130.04018557039151,172.872699444888,112.315302721077,0.0,730.4998572938875,4,2015,3,Wochentag
72,2015-03-14,54.0088298836207,124.952060377792,99.3435077731608,128.539082919766,26.064972878284003,218.955259508243,161.57878937466802,116.61674217329399,178.524370085577,206.109181507141,103.492798780367,0.0,651.8637133408665,5,2015,3,Wochenende
73,2015-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,3,Wochenende
74,2015-03-16,75.55895636877871,184.38971892548,148.69012517765898,130.45181118108601,-0.647817255828571,247.85125926521098,152.407857824581,151.10443954713998,108.53042571652301,248.718978121295,99.59126927264352,0.0,786.294053662386,0,2015,3,Wochentag
75,2015-03-17,82.568771998857,139.342060208945,113.25161057598301,154.405236297889,33.3018335365108,250.74532401748903,179.121177446825,123.371690681179,128.0045893222879,281.805179856214,88.9679375174269,0.0,773.6148366356739,1,2015,3,Wochentag
76,2015-03-18,56.346339119267505,120.50893963721501,113.987486395515,166.91396537298098,19.003111707731602,257.38467282044496,172.365578088922,118.708286766188,76.5809579570511,315.463664068236,80.2655890189249,0.0,734.1445150531551,2,2015,3,Wochentag
77,2015-03-19,76.856185186173,116.696717920172,96.0652785632414,168.848349854432,8.878046687718632,274.795355397517,167.68838730688,131.439578032322,60.4454320337301,287.83484649736,79.58507455223409,0.0,742.1399336092541,3,2015,3,Wochentag
78,2015-03-20,58.778511953405896,123.93794635513599,92.08977881074492,148.114373903173,22.8341235958769,234.511810243355,158.338644158678,102.88609398465401,107.133811406182,331.377089779883,122.83806681136299,0.0,680.2665448616917,4,2015,3,Wochentag
79,2015-03-21,25.4398954563096,114.603426699499,96.41253124672991,136.0164475137,31.822314149483798,220.292582346217,145.527870818503,107.37862638075701,112.27836533286998,296.23152680236,104.583478759725,0.0,624.5871974119393,5,2015,3,Wochenende
80,2015-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,3,Wochenende
81,2015-03-23,60.344024358508605,151.915990369032,114.783353493704,138.881143031868,13.7210999743274,248.12551943881303,147.971065220822,112.200677413105,191.66766673508693,242.80026245432498,113.640155385571,0.0,727.7711306662529,0,2015,3,Wochentag
82,2015-03-24,58.3645064824864,167.831495994118,116.44504035417499,161.387963850979,29.1153489268291,284.374223221161,160.859873959645,139.134893873137,98.10994770886862,264.30583197338103,130.775566057038,0.0,817.5185788297485,1,2015,3,Wochentag
83,2015-03-25,52.824672149525696,158.827808273559,102.42138528580999,142.303061879264,11.9586501271714,233.61634255023398,175.78112510967702,110.00526424315201,121.6618343807383,234.932101535163,119.954158734921,0.0,701.951920265564,2,2015,3,Wochentag
84,2015-03-26,56.194446923190604,153.53262687062,88.6553315136067,136.820907521118,22.146597440402605,285.721781224945,180.897606341049,123.782673666773,144.5984859068447,244.944658155987,83.4645987406544,0.0,743.0716914938829,3,2015,3,Wochentag
85,2015-03-27,52.3241546359286,144.03007258145,105.48368267449301,175.13987943895,8.77789559151165,253.38777491692403,147.776135298456,119.080470764089,117.8218464073378,291.73061104389,94.67794863044,0.0,739.1434598392573,4,2015,3,Wochentag
86,2015-03-28,61.7193590548889,169.56220126020202,87.6049696368956,142.892903252309,10.731125172555,195.598496421902,119.10951303712,96.8884445065988,187.95179996904682,268.251675511153,83.6134858517958,0.0,668.1090547987525,5,2015,3,Wochenende
87,2015-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,3,Wochenende
88,2015-03-30,79.47179822588079,160.315859089769,102.003227226269,130.070074247143,21.189920683156604,279.736101616412,151.27359038640898,154.084876653458,72.1303310867944,275.842016317751,106.145431006275,0.0,772.7869810886305,0,2015,3,Wochentag
89,2015-03-31,50.0996513495067,154.829291539777,101.014805657803,158.602506776809,9.53426180783971,238.141227439393,187.322703633525,113.340733243326,130.6519130518967,225.87840146942798,105.46746255527,0.0,712.2217445711283,1,2015,3,Wochentag
90,2015-04-01,47.100046634899996,147.697165996785,91.63135072517592,129.057588242624,23.3190420685463,253.412172843009,167.988439264802,118.06231506879,130.90292649662828,257.867532499261,119.82757838030399,0.0,692.2173665110402,2,2015,4,Wochentag
91,2015-04-02,87.62598280418109,147.28911447092,114.15001508969999,197.625771647488,26.1721117780796,305.143359619408,177.348791462704,155.178198887935,108.6440096314,439.960305973036,118.455050022572,0.0,878.0063554097768,3,2015,4,Wochentag
92,2015-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2015,4,Wochentag
93,2015-04-04,72.10594061482229,160.794240207736,92.3789924531926,250.548160750583,12.0664851910921,230.422846031706,191.388980319301,165.75724437803999,156.0878685321912,337.03323517511603,131.224245787244,0.0,818.316665249132,5,2015,4,Wochenende
94,2015-04-05,0.0,137.08146898826098,51.4471370988909,0.0,18.8124847399397,322.018071126415,210.0333401437,60.397676095048396,226.80370091131041,236.250001855449,132.305459051834,0.0,529.3591619535066,6,2015,4,Wochenende
95,2015-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2015,4,Wochentag
96,2015-04-07,69.4055792194724,160.903245457873,116.337665918492,126.383727885684,24.807091946938897,217.64011341897,158.329831782282,163.68565187182801,99.5131276202723,166.47002754607,84.4716292679162,0.0,715.4774238474303,1,2015,4,Wochentag
97,2015-04-08,53.58499894134479,142.206321965581,85.99756502069349,127.39422810952,14.7696451750049,214.895877171424,150.525245040518,123.12540411113899,152.3784286071989,152.569845754438,101.259430809203,0.0,638.8486363835682,2,2015,4,Wochentag
98,2015-04-09,50.849578182007,139.19705520316901,80.0198486254537,127.740277795401,23.6026615799088,246.788416078423,171.946295277942,168.834829107621,109.3679249599555,178.637628492999,137.28166280715598,0.0,668.1978374643626,3,2015,4,Wochentag
99,2015-04-10,69.9016639633666,139.468751176758,104.94671089609301,133.945749012608,8.75944976765072,265.267630633283,152.329911716717,131.013364792901,161.6098760594994,154.222556610145,122.021752724778,0.0,722.2899554497593,4,2015,4,Wochentag
100,2015-04-11,58.9864880385501,135.912859652426,112.57051638898199,126.076593673169,17.841554036742497,197.45878035883598,118.23994835521499,99.1480056816341,150.1978668570166,132.92762537998001,129.301421896596,0.0,648.8467921487055,5,2015,4,Wochenende
101,2015-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,4,Wochenende
102,2015-04-13,70.4846898567297,138.834760836688,143.591035038332,113.465995614333,24.055221833051,242.619555121519,175.838103183563,131.144444307703,150.050191636754,156.65529281757,96.26285632677349,0.0,733.0512583006526,0,2015,4,Wochentag
103,2015-04-14,52.484529510358705,143.995930743381,106.710279616593,113.11131973005399,32.8177492972873,204.906060726137,176.28873938730598,138.175915734997,118.5442475181942,136.99005841621099,108.57626659254998,0.0,654.025869623811,1,2015,4,Wochentag
104,2015-04-15,54.419655025766,135.243762021449,89.65849079507359,111.621093927356,13.0136967870301,234.48986922013302,156.23766888586098,116.431159390522,114.15849612560089,154.26050479494,145.046484984452,0.0,638.4465677768077,2,2015,4,Wochentag
105,2015-04-16,45.3373573721031,131.775297083725,85.7044712655556,131.718663248691,10.506250535975902,202.818236094784,165.736078113904,152.199454791541,114.0084490555993,195.491786026056,124.221797961493,0.0,607.8602756008346,3,2015,4,Wochentag
106,2015-04-17,48.7175152896813,109.88442584286,84.8002817251847,135.458206378731,13.4046512202569,251.96457572001802,159.478912284228,170.742531319345,119.6114778776527,182.044225327255,125.509988804902,0.0,644.2296561767319,4,2015,4,Wochentag
107,2015-04-18,58.185384372408,116.343224190777,107.433900946856,120.92703959777398,21.6960086795407,192.029842774245,141.140691374206,115.650917040126,136.1262415616171,167.172630288872,121.71179732485001,0.0,616.6154005616006,5,2015,4,Wochenende
108,2015-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,4,Wochenende
109,2015-04-20,66.5371869278943,157.371936202675,123.284700033885,135.753688048534,0.0804821276446877,179.66716106273998,160.434392186769,126.47895879532899,148.4445997370189,140.515801948398,95.98354834015959,0.0,662.695154403373,0,2015,4,Wochentag
110,2015-04-21,60.631590647243605,149.897626157892,108.669461716656,133.908477267595,11.2285894355475,215.32967956272597,181.3770618407,146.340314880475,135.7309637587208,153.357112083079,128.87721325322,0.0,679.6654247876602,1,2015,4,Wochentag
111,2015-04-22,74.8780492909074,141.567055177462,93.9458473725835,121.29878857474199,35.3022326991681,214.10122770102402,146.320596734976,129.511993189448,99.19157339828931,145.109752531905,112.877483180879,0.0,681.093200815887,2,2015,4,Wochentag
112,2015-04-23,47.7404869990779,130.012493008743,96.8675730833148,119.317309653583,24.4155993241822,207.73945558335097,161.826806570385,154.422136551453,148.6594369892424,198.52366172981098,106.05194492732099,0.0,626.0929176522519,3,2015,4,Wochentag
113,2015-04-24,64.6542327369058,120.253600962769,91.57501294725719,125.626662992,10.4761916600504,268.560316214071,137.27431693536502,110.754697985522,131.84708214723491,203.88367014268002,96.64167544555531,0.0,681.1460175130534,4,2015,4,Wochentag
114,2015-04-25,66.3031510038049,119.092018701472,92.8712292940995,126.724966591755,9.46895354775766,201.967936893621,147.440373728515,70.44718449443408,160.156248475926,178.19973013843799,94.6372895018945,0.0,616.42825603251,5,2015,4,Wochenende
115,2015-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2015,4,Wochenende
116,2015-04-27,82.29604239847801,138.675288763279,120.204976782514,132.02572357108602,10.7533071963975,251.19038595827098,166.674816187524,129.828398010911,92.237254493698,214.96742312070597,98.7671650632667,0.0,735.1457246700255,0,2015,4,Wochentag
117,2015-04-28,82.4542339160616,133.900366747807,98.1913627285379,127.78112627569901,9.35042649096677,234.35022299455002,162.758092031824,146.655702544823,154.56465418007448,189.60209649843102,92.935922491266,0.0,686.0277391536223,1,2015,4,Wochentag
118,2015-04-29,71.612804288174,136.323644343819,91.07046350976549,100.55717152320999,12.4245157462149,206.424966684672,181.337522872798,110.104413708101,58.084917645842,148.392328600534,82.8245797714417,0.0,618.4135660958555,2,2015,4,Wochentag
119,2015-04-30,66.2649520816591,123.103642597663,114.36804331446899,116.49726512126999,50.173046106409295,260.937024326355,193.48386634443298,168.57307806768998,137.9085211525426,348.48565198598396,132.867529524529,0.0,731.3439735478254,3,2015,4,Wochentag
120,2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2015,5,Wochentag
121,2015-05-02,83.84796183578558,157.284109623582,105.27339882715799,144.360537526055,30.4098301588839,233.26017009466,131.90793601506002,143.727323175725,147.7600246091135,215.89182697881802,101.96428789517701,0.0,754.4360080661245,5,2015,5,Wochenende
122,2015-05-03,0.0,134.364559976471,0.0,0.0,32.8414855008589,427.492858825504,287.622948168545,60.4109977849872,203.6412635442514,218.68776817051003,177.57299408714698,0.0,594.698904302834,6,2015,5,Wochenende
123,2015-05-04,66.5609440420873,156.484451869202,133.440740480087,138.655635782344,18.9789828102401,283.10374505460203,178.505025951725,160.127490733801,135.6261429683979,203.27990173745,109.912035878647,0.0,797.2245000385624,0,2015,5,Wochentag
124,2015-05-05,67.3480522375049,155.82945214217898,101.618474258502,121.415265845448,26.060044542690896,187.76469028232498,161.396406458403,159.39941033965,117.3400579582339,195.15180319238,75.250707218446,0.0,660.0359793086498,1,2015,5,Wochentag
