,ds,yhat
209,2019-07-29,621.7917389866813
210,2019-07-30,629.5690532548614
211,2019-07-31,623.9657754379589
212,2019-08-01,634.7658541071498
213,2019-08-02,650.794957213469
214,2019-08-03,740.65266278411
215,2019-08-04,793.2424752275963
216,2019-08-05,612.8206195895109
217,2019-08-06,612.5017663015558
218,2019-08-07,599.1217466735776
219,2019-08-08,602.6193764501415
220,2019-08-09,611.9135088454457
221,2019-08-10,695.7804629784906
222,2019-08-11,743.0650531742185
223,2019-08-12,557.8441367003115
224,2019-08-13,553.778221608447
225,2019-08-14,537.4893560696432
226,2019-08-15,538.9559319389887
227,2019-08-16,547.0675306288608
228,2019-08-17,630.6507668018963
229,2019-08-18,678.3645873318608
230,2019-08-19,493.98182069115984
231,2019-08-20,491.58982039133133
232,2019-08-21,477.48650061014524
233,2019-08-22,481.59083286620046
234,2019-08-23,492.6778665425462
235,2019-08-24,579.5549756717966
236,2019-08-25,630.642969700163
237,2019-08-26,449.3767017347385
238,2019-08-27,450.25529402701335
239,2019-08-28,439.25634395896276
240,2019-08-29,446.2616183726088
241,2019-08-30,459.97125098010747
242,2019-08-31,549.2289232552432
243,2019-09-01,602.2868908572528
244,2019-09-02,422.32338322463255
245,2019-09-03,424.33983815405196
246,2019-09-04,414.0904739736585
247,2019-09-05,421.5202265457761
248,2019-09-06,435.3551021039879
249,2019-09-07,524.5732902032124
250,2019-09-08,577.3512082264155
251,2019-09-09,396.6949809767749
252,2019-09-10,398.1822355158807
253,2019-09-11,387.40492176580943
254,2019-09-12,394.4177645049783
255,2019-09-13,408.00348176782603
256,2019-09-14,497.2890130044711
257,2019-09-15,550.3722594603223
258,2019-09-16,370.0678237327581
259,2019-09-17,372.4940401835341
260,2019-09-18,363.03019373869313
261,2019-09-19,371.77707666248654
262,2019-09-20,387.4990554387386
263,2019-09-21,479.38773209506974
264,2019-09-22,535.3719658977243
265,2019-09-23,357.98065063686823
266,2019-09-24,363.7778701578539
267,2019-09-25,357.83743294610696
268,2019-09-26,370.2183948707184
269,2019-09-27,389.586696498478
270,2019-09-28,485.1287614865854
271,2019-09-29,544.5470128316636
272,2019-09-30,370.0415462043423
273,2019-10-01,378.5948597805747
274,2019-10-02,374.964702165245
275,2019-10-03,493.9814499194403
276,2019-10-04,417.91972871189006
277,2019-10-05,514.2175650091413
278,2019-10-06,573.702050225444
279,2019-10-07,390.2090607300162
280,2019-10-08,397.4346172585406
281,2019-10-09,391.8093015042984
282,2019-10-10,403.42383824015724
283,2019-10-11,420.9020953680701
284,2019-10-12,513.6106763492337
285,2019-10-13,569.020495497056
286,2019-10-14,388.9204004240905
287,2019-10-15,391.39445784380786
288,2019-10-16,380.8442706569495
289,2019-10-17,387.5034260584289
290,2019-10-18,400.0902278185436
291,2019-10-19,488.1620567562321
292,2019-10-20,539.1571409429978
293,2019-10-21,354.721793093399
294,2019-10-22,353.53215706300057
295,2019-10-23,339.8300367701727
296,2019-10-24,343.94847323484237
297,2019-10-25,354.6402850117092
298,2019-10-26,441.57878437593206
299,2019-10-27,492.0817431703239
300,2019-10-28,307.55460369314744
301,2019-10-29,307.1593370699641
302,2019-10-30,294.8666543446253
303,2019-10-31,300.99572233523776
304,2019-11-01,314.2215781551454
305,2019-11-02,404.225237985279
306,2019-11-03,458.1027820752959
307,2019-11-04,276.927268144992
308,2019-11-05,280.26716043137185
309,2019-11-06,271.75704334252197
310,2019-11-07,281.653199403294
311,2019-11-08,298.52117631995173
312,2019-11-09,392.0360867178306
313,2019-11-10,449.07710868648496
314,2019-11-11,270.407888167577
315,2019-11-12,276.04382145556093
316,2019-11-13,269.34007075325724
317,2019-11-14,280.5613537228593
318,2019-11-15,298.24760891322546
319,2019-11-16,392.1620858432551
320,2019-11-17,449.06858087493515
321,2019-11-18,269.5274432804676
322,2019-11-19,274.10870095590496
323,2019-11-20,265.99432619532683
324,2019-11-21,275.5592283305276
325,2019-11-22,291.4121354231658
326,2019-11-23,383.4887987531894
327,2019-11-24,438.50956812650236
328,2019-11-25,256.8889518875472
329,2019-11-26,259.7929387108044
330,2019-11-27,250.25431437982422
331,2019-11-28,258.76413906327815
332,2019-11-29,273.98762726114177
333,2019-11-30,366.0027549027356
334,2019-12-01,421.4389604617397
335,2019-12-02,240.50152169305866
336,2019-12-03,244.87477795906693
337,2019-12-04,237.35259732735642
338,2019-12-05,248.44277519390803
339,2019-12-06,266.7606199538272
340,2019-12-07,362.41586712738575
341,2019-12-08,421.8355285530565
342,2019-12-09,244.90614394335557
343,2019-12-10,253.7259147561076
344,2019-12-11,250.75320420051054
345,2019-12-12,266.42653369805623
346,2019-12-13,289.2382727964539
347,2019-12-14,389.271916702905
348,2019-12-15,452.7107431172976
349,2019-12-16,279.0991574370978
350,2019-12-17,290.94448447998866
351,2019-12-18,290.3837561046179
352,2019-12-19,307.81906281059383
353,2019-12-20,331.6706153172665
354,2019-12-21,432.0631836174925
355,2019-12-22,495.01892320263454
356,2019-12-23,319.83578373779994
357,2019-12-24,439.8361567782221
358,2019-12-25,-57.01466623740028
359,2019-12-26,10.955345442756826
360,2019-12-27,367.6691352546405
361,2019-12-28,463.3105973519037
362,2019-12-29,520.9868591661369
363,2019-12-30,450.2722994364554
364,2019-12-31,571.7209038421502
365,2020-01-01,-61.203190124441065
366,2020-01-02,333.35185713936664
367,2020-01-03,346.8741836352948
368,2020-01-04,436.76040716972227
369,2020-01-05,488.96917621447716
370,2020-01-06,302.532232261822
371,2020-01-07,301.69260791330413
372,2020-01-08,288.11384328271026
373,2020-01-09,292.54941943315356
374,2020-01-10,303.62270531000826
375,2020-01-11,391.95068749188533
376,2020-01-12,443.38039932368036
377,2020-01-13,256.71112093014955
378,2020-01-14,256.6796160592593
379,2020-01-15,244.68560218396175
380,2020-01-16,251.47513734543023
381,2020-01-17,265.5992002836947
382,2020-01-18,357.6865209321825
383,2020-01-19,413.3647935516741
384,2020-01-20,231.10121132184128
385,2020-01-21,236.03688633444438
386,2020-01-22,229.23043060335758
387,2020-01-23,241.35682646541198
388,2020-01-24,260.8458122992798
389,2020-01-25,358.30460767216505
390,2020-01-26,419.12431527517566
391,2020-01-27,241.43880545156802
392,2020-01-28,250.80795486385526
393,2020-01-29,247.97861321015966
394,2020-01-30,263.597899048982
395,2020-01-31,286.0300356231322
396,2020-02-01,385.92735995402455
397,2020-02-02,448.5200950798712
398,2020-02-03,271.69160950602856
399,2020-02-04,281.50839666660283
400,2020-02-05,278.4963011340714
401,2020-02-06,293.3661192050034
402,2020-02-07,314.50682160467284
403,2020-02-08,412.7028892155045
404,2020-02-09,473.1056481776626
405,2020-02-10,293.42328507467454
406,2020-02-11,300.2961682099265
407,2020-02-12,294.0871795102469
408,2020-02-13,305.61872878424305
409,2020-02-14,323.34174482995417
410,2020-02-15,418.19899434115365
411,2020-02-16,475.2779064999487
412,2020-02-17,292.1155288406948
413,2020-02-18,295.9196157039462
414,2020-02-19,286.87370820590525
415,2020-02-20,295.88639376476675
416,2020-02-21,311.43705510431766
417,2020-02-22,404.58628601031893
418,2020-02-23,460.3114082479045
419,2020-02-24,275.92762483610323
420,2020-02-25,279.156151835681
421,2020-02-26,269.94530930639826
422,2020-02-27,279.2332456805959
423,2020-02-28,295.47159424798014
424,2020-02-29,389.7840425635563
425,2020-03-01,446.985487392383
426,2020-03-02,264.12020627755885
427,2020-03-03,269.377719818986
428,2020-03-04,262.43044280174706
429,2020-03-05,274.2102849301268
430,2020-03-06,293.1104929868291
431,2020-03-07,390.2925268738332
432,2020-03-08,450.38889141749803
433,2020-03-09,270.1582645166194
434,2020-03-10,278.24894284493075
435,2020-03-11,274.0528369972662
436,2020-03-12,288.4956797698854
437,2020-03-13,309.916748592656
438,2020-03-14,409.52372111004087
439,2020-03-15,471.778848413207
