Datum,Weizenbrot,Mischbrot,Vollkornbrot,Stangenbrote,Spezialbrot,Brötchen,Süsse_Brötchen,Herzhafte_Brötchen,KonditoreiBlech,Stückgebäck,Blechkuchen,Weihnachtsartikel,Gesamt,Wochentag,Jahr,Monat,Wochenende
2015-01-24,77.6773086873179,76.0636740064458,113.808672050709,62.66552198431889,54.759895906323,393.86976653478996,207.50514277248402,73.6383925252935,42.4332685921014,250.491855814327,137.077995628676,0.0,778.8448391699046,5,2015,1,Wochenende
2015-01-25,0.0,53.938515568500996,97.55236027409781,28.0734745759636,55.341307159132,582.798906473524,259.229639581256,82.06328494457058,264.1979456514963,221.879257250439,210.098953957438,0.0,817.7045640512183,6,2015,1,Wochenende
2015-01-26,76.5023451287097,83.839299758458,117.338941980964,40.4058801061042,0.0,275.409328085607,168.684831938256,86.8236585635616,50.2493812085921,160.59216421978599,46.6299664495148,0.0,593.495795059843,0,2015,1,Wochentag
2015-01-27,71.8959994682203,64.7105521081677,103.54314069993,33.739606173961896,0.0,287.975981592873,159.787351306739,88.59753730920471,74.75943256234679,168.583238796237,46.093113798153404,0.0,561.8652800431529,1,2015,1,Wochentag
2015-01-28,73.5804415739057,78.3654363348125,95.3848675695141,35.7613713009652,0.0,306.078536681413,165.934007050082,101.075447729513,60.9650469370887,206.848082289855,62.7745018419384,0.0,589.1706534606105,2,2015,1,Wochentag
2015-01-29,69.6113512038611,102.406094338957,110.12380139577499,42.5095242060459,0.0,283.741717033088,159.146097148586,100.04201909283701,45.2097267526501,199.487489820459,68.9163594801045,0.0,608.392488177727,3,2015,1,Wochentag
2015-01-30,84.0327091279227,59.8785391145164,99.2604543016901,33.6117067246209,0.0,332.985201978315,187.96942828842302,89.5234444079997,63.013711246111,200.666974483611,63.49493087333139,0.0,609.7686112470651,4,2015,1,Wochentag
2015-01-31,78.8393432654256,48.136623444768496,113.809908821516,56.44530128814879,0.0,428.39361171516504,189.85192500389098,112.409962381866,68.9687696329059,354.25667524457396,66.9014916213793,0.0,725.624788535024,5,2015,1,Wochenende
2015-02-01,0.0,48.56466288064771,87.7981700469429,42.92073052943871,56.1847005800027,650.950244536138,253.628003755095,70.1726691557068,284.67171509149694,216.735694092141,152.600282164643,0.0,886.41850857317,6,2015,2,Wochenende
2015-02-02,91.6413021368903,89.00910509780759,116.473398955789,50.6611335022227,0.0,327.116597636828,158.136088735963,89.8617793169569,188.379753567308,218.996588181974,45.3785938329495,0.0,674.9015373295376,0,2015,2,Wochentag
2015-02-03,82.0236915631815,79.7778454694827,120.06518727872,24.9094755432514,0.0,281.736457489798,154.46830578423,96.38417700021229,146.132303400209,252.85800102698502,24.180515193349105,0.0,588.5126573444336,1,2015,2,Wochentag
2015-02-04,75.17651063128649,94.3583799100296,105.521178459925,31.432090848499797,0.0,258.800330084316,179.59184926160998,80.8246401316064,195.607694003777,234.648202900232,46.803991309791606,0.0,565.2884899340569,2,2015,2,Wochentag
2015-02-05,76.1172379737852,72.92373256905591,119.171347340423,37.7544087204596,0.0,274.47294164540403,161.50308501776698,55.10527343155021,164.14454972606399,236.26743220373902,38.779234282484495,0.0,580.4396682491277,3,2015,2,Wochentag
2015-02-06,89.34639352412809,71.778279478535,97.94106184519251,31.4987725165268,0.0,305.42355057489897,158.68430197014,91.15581248485479,268.158189590584,310.621273003526,65.4289560892947,0.0,595.9880579392814,4,2015,2,Wochentag
2015-02-07,106.76671159662901,74.77472645315471,96.22810446070079,49.8818343316484,0.0,390.08345350993204,194.88330385237597,60.51222245424751,191.401512143984,272.18873305979304,45.82986621274671,0.0,717.734830352065,5,2015,2,Wochenende
2015-02-08,47.2828572309875,53.0420421583211,106.599839526479,33.3289118371176,77.831214774121,566.273696587611,265.072959362063,79.6909895438851,351.0969537020917,374.498320734732,88.40702550460252,0.0,884.3585621146372,6,2015,2,Wochenende
2015-02-09,65.70266491402471,66.9040157671534,97.5746472189858,27.980388974193602,0.0,278.484064936665,162.69782698084998,58.7324816417673,188.497484094856,201.566446848699,0.0,0.0,536.6457818110225,0,2015,2,Wochentag
2015-02-10,68.8537423137525,70.10675550272221,96.7767948750125,41.5697835097605,0.0,262.32741650542005,176.205219037795,66.17939001667729,201.15775852579202,209.702500205662,43.5028124637764,0.0,539.6344927066677,1,2015,2,Wochentag
2015-02-11,86.7134627707111,49.6800233953884,86.4953370594318,45.5683710627468,0.0,269.651767139723,150.418909987099,81.274362776086,184.41578740685298,207.162467860064,37.399285110352004,0.0,538.1089614280011,2,2015,2,Wochentag
2015-02-12,95.0678786623343,95.1818483953112,98.37328001331079,26.060563979047398,0.0,273.861061249812,153.252600700274,68.5442939077818,169.288775031079,193.877964324271,43.996990485038296,0.0,588.5446322998157,3,2015,2,Wochentag
2015-02-13,88.6153062573114,74.26488203865371,87.2475644169285,39.769401834656,0.0,275.808161508277,156.216144295993,63.52119672065891,207.58483132789902,231.79040700141002,47.262415156070794,0.0,565.7053160558266,4,2015,2,Wochentag
2015-02-14,83.57100659289759,36.386348452365496,86.58188981341,25.341327511403602,61.492768417093295,432.83610802690595,200.45903990276298,103.44498033692301,262.405649119596,284.947246126221,53.6799950099731,0.0,726.2094488140759,5,2015,2,Wochenende
2015-02-15,55.549763085163,68.0732535943252,88.42113846091749,40.9607289476666,67.8622688701338,474.73733120687797,235.263743150429,64.4573287328408,247.36120387326199,245.50266468091098,107.17280866893,0.0,795.604484165084,6,2015,2,Wochenende
2015-02-16,85.75070156728009,56.80886005733021,117.33462677883999,44.1998115602657,0.0,320.178369392822,173.965332028623,97.8745120984119,163.991923469733,205.06270005566003,36.3960351632101,0.0,624.272369356538,0,2015,2,Wochentag
2015-02-17,74.7540142980404,75.2667696249483,95.330355429953,41.512664655475604,0.0,271.620830873278,160.555535751231,72.4163270106912,175.435724530787,243.390961263611,55.245566141636495,0.0,558.4846348816953,1,2015,2,Wochentag
2015-02-18,78.1306028432119,66.7076941848802,104.080654752686,43.5300787836209,0.0,262.287567483335,155.693123069328,80.92974809042751,161.461737643726,223.644138278919,52.4481718882298,0.0,554.736598047734,2,2015,2,Wochentag
2015-02-19,77.25324473280371,81.3009464404956,113.24351392863599,52.1096927115329,0.0,266.703692341451,177.131262710744,70.7329729198336,196.252508039823,240.265360255809,45.700982844006205,0.0,590.6110901549191,3,2015,2,Wochentag
2015-02-20,74.1409222215371,65.4701122564993,115.87942050477899,52.1294742591502,0.0,275.77283295798196,163.528687516309,82.0709960907744,192.613063168721,224.37545821655,31.7751270741405,0.0,583.3927621999476,4,2015,2,Wochentag
2015-02-21,78.27029772097241,61.283733801099004,109.410903807891,60.182480294040296,0.0,387.76310039172597,174.234040614043,78.1114360466233,195.11230931464002,225.672181285412,60.8344980287035,0.0,696.9105160157287,5,2015,2,Wochenende
2015-02-22,66.5665271300506,65.7367411331231,93.4465660095557,48.6224127346068,55.3365554302151,555.365372431601,255.091016238494,85.24131757444749,399.988542915631,391.33329508545404,67.9365823024592,0.0,885.0741748691523,6,2015,2,Wochenende
2015-02-23,87.4516507489361,77.51091326830259,69.7800857646173,30.883720111333197,0.0,238.73265166852997,151.828063029915,72.5605197456632,150.119110603086,156.125845888151,36.1450708272008,0.0,504.35902156171915,0,2015,2,Wochentag
2015-02-24,88.1587061370838,73.79772648470241,91.0095059721123,62.135494098139404,0.0,267.708807070347,152.476605145056,47.60772586124829,174.2025762382383,136.832843929873,66.97806923514689,0.0,582.810239762385,1,2015,2,Wochentag
2015-02-25,73.60488721481249,79.92007572200271,87.7768214523937,39.332196658185296,0.0,245.60405114450802,123.28665995568998,83.47393567618,48.987770615595295,181.495477750975,47.039173303176796,0.0,526.2380321919022,2,2015,2,Wochentag
2015-02-26,60.910751891187296,60.918645099847495,91.03392065310909,43.1701862237809,0.0,237.186357985769,156.999542389167,53.3747985344331,48.886192671487706,120.31882858480101,73.31079084270141,0.0,493.2198618536938,3,2015,2,Wochentag
2015-02-27,58.640811522159005,78.672758269769,61.98625438532721,65.44624843934109,0.0,252.094012241833,151.989937013626,82.5146549091206,143.235867489851,135.008710953658,41.737059058377596,0.0,516.8400848584293,4,2015,2,Wochentag
2015-02-28,54.3720262906024,61.7087746641576,97.0370929665305,45.2493938344311,47.783668811546896,370.837613464124,181.253580476548,80.061649358495,138.029619408418,200.31866432167598,66.8130201852715,0.0,676.9885700313924,5,2015,2,Wochenende
2015-03-01,0.0,47.8920611186819,83.5206452023393,43.8900627017089,60.040639034940995,435.861506029703,224.393302078383,72.99941833911659,225.0140614147855,157.650858984427,127.572472706091,0.0,671.204914087374,6,2015,3,Wochenende
2015-03-02,65.9167410963954,77.5432149107383,70.90690370681729,38.3141534167637,0.0,255.590635431367,148.505853024085,78.9578297310269,51.405552555892,118.541278341308,41.7908494373108,0.0,508.2716485620817,0,2015,3,Wochentag
2015-03-03,87.185207373558,72.7882679876387,88.45045542616181,31.344416453320196,0.0,271.202878101363,160.082254594098,92.6241099122983,34.3174046086553,137.85183907816298,32.1731343495696,0.0,550.9712253420417,1,2015,3,Wochentag
2015-03-04,70.0151436900797,51.0583278025421,80.5917742619491,53.917456426772496,0.0,237.53683928203998,163.486045970346,74.3694051892639,55.120547038352896,148.644129402095,52.4866772470784,0.0,493.11954146338337,2,2015,3,Wochentag
2015-03-05,88.34166796790551,65.0994208372065,106.608554293769,44.3912905194976,0.0,275.329996406435,147.74940798874,88.53857171364679,54.446155310890596,135.324883587384,53.4408390546015,0.0,579.7709300248137,3,2015,3,Wochentag
2015-03-06,69.14811724660521,69.41560584068421,96.06104845498001,58.5980175049907,72.34405886135642,316.419486052072,164.57848805183997,85.186981595958,155.22771801088652,143.616362847863,70.1776171072635,0.0,681.9863339606885,4,2015,3,Wochentag
2015-03-07,76.3969427376264,42.5481495186916,92.99030948962309,40.4464954416105,51.4557389870199,374.479113097689,178.203833329112,76.2985449809544,202.6923032988391,186.843078730477,52.4404540258698,0.0,678.3167492722605,5,2015,3,Wochenende
2015-03-08,0.0,75.9188108807219,81.8858192231301,0.0,59.2297281609216,574.852846898867,250.789848030493,52.1204497228433,296.79488858209805,167.997466905427,167.531502463213,0.0,791.8872051636406,6,2015,3,Wochenende
2015-03-09,76.6229026760389,84.4871510188144,114.88848139692499,39.7885550924199,0.0,277.61728307258204,160.154594117824,51.22451759704639,43.973664170184705,172.925202874342,100.152347549643,0.0,593.4043732567802,0,2015,3,Wochentag
2015-03-10,63.6901605848096,77.3809978702125,103.138663064524,38.2438475704879,0.0,286.405004220046,180.24635072294998,71.02081349379691,170.2513101979835,128.05532852312402,52.9246999527779,0.0,568.85867331008,1,2015,3,Wochentag
2015-03-11,68.0293170521227,82.3590754745869,100.423250136796,40.292513612693895,0.0,256.24791674802503,161.927995278802,70.5271909900515,120.150456486262,125.91357754764299,93.8086042933042,0.0,547.3520730242246,2,2015,3,Wochentag
2015-03-12,74.340062124623,75.0097307627227,105.052737813467,49.986389102388706,0.0,268.533837339398,152.066373229192,82.24074952465558,73.3003481656255,114.80734813865,55.433200669757206,0.0,572.9227571425995,3,2015,3,Wochentag
2015-03-13,59.4084444613012,57.4130780662575,110.430522529481,40.3227154872884,55.146358766243296,245.51890824790402,165.238198269293,80.91567838747021,170.18499674447472,120.42626013893499,80.325325757144,0.0,568.2400275584754,4,2015,3,Wochentag
2015-03-14,67.3116660284194,66.100416460091,108.48080493281601,37.118403424622706,53.3667919015186,375.848396160687,191.33760364331297,92.2420094438365,165.93461652359758,149.17822880089898,77.7543102067322,0.0,708.2264789081547,5,2015,3,Wochenende
2015-03-15,0.0,36.5847845271664,85.150247251737,13.9975924837603,79.046380748665,466.94653825247,222.406702578,45.72257345873321,217.899962673605,169.99228654354,97.28746267292058,0.0,681.7255432637987,6,2015,3,Wochenende
2015-03-16,94.2938830178627,88.7700625260384,103.97170218155199,53.5135758052558,71.9939935956514,238.794730404173,161.990920952418,82.771586833453,168.77418947665302,175.22413028741002,73.85039027067579,0.0,651.3379475305334,0,2015,3,Wochentag
2015-03-17,72.301282142525,67.83770276233629,110.206183101112,47.6627061149338,49.4557375550716,280.75911534026,144.26751571062,75.8542926067921,176.1912865715612,210.849287938327,61.0506003782466,0.0,628.2227270162387,1,2015,3,Wochentag
2015-03-18,83.99010412455941,87.65346459794421,92.0148418456847,40.8551224536897,0.0,300.558492359682,185.591363079129,81.0572358885212,181.33280757799838,231.30198966920398,84.2013267825067,0.0,605.07202538156,2,2015,3,Wochentag
2015-03-19,80.4808103651174,42.0938822322707,121.49311498683001,51.6060417179687,52.9814948011858,281.232036645915,165.897710981958,51.2222279823518,162.2641279977115,164.918717752447,75.9369937097269,0.0,629.8873807492876,3,2015,3,Wochentag
2015-03-20,75.50703705877159,73.406664670854,87.1546341101954,85.6384250543839,46.2741691314685,318.726074659397,164.976599723032,67.8132880406715,188.09630615976099,229.36165011512298,99.3012716616844,0.0,686.7070046850704,4,2015,3,Wochentag
2015-03-21,71.3783091196087,64.3347779891449,104.58642807069,64.784659270302,0.0,414.3140174969,171.826757849716,68.9255339383637,118.87925752996901,210.90072276443502,88.2666534762977,0.0,719.3981919466456,5,2015,3,Wochenende
2015-03-22,0.0,68.6987131250761,90.1789255755884,59.3262218727165,57.769086471131295,504.945315545418,218.352446550029,48.888035312029,228.5260204606043,263.42533372112,155.692046075038,0.0,780.9182625899302,6,2015,3,Wochenende
2015-03-23,79.6926786133422,80.951178390769,112.770021453244,33.4528617002613,52.0683720716687,280.920618709069,166.312405359064,67.73626941415431,169.6408944574043,133.336193211942,97.56876640786008,0.0,639.8557309383542,0,2015,3,Wochentag
2015-03-24,74.598585149247,73.8707819634602,94.0743585350955,24.894556048766397,0.0,273.65877345008,162.411119504857,68.081968381095,59.4190188963641,149.457293836833,132.171211642367,0.0,541.0970551466492,1,2015,3,Wochentag
2015-03-25,66.90740627226,92.10829573260371,74.8556688566116,14.6793862557725,57.756801262998295,309.91983634260504,168.096512684069,64.4175869835393,77.0428973146028,192.067448148778,110.98644669314699,0.0,616.2273947228512,2,2015,3,Wochentag
2015-03-26,73.4879983306315,64.3469717241485,105.810626791933,51.255089097393,43.756313652844895,295.330850854896,166.292687517075,73.1496620775456,59.2062319294788,172.968138874201,70.6618957952366,0.0,633.987850451847,3,2015,3,Wochentag
2015-03-27,81.7826185870175,68.8334947508896,89.88029538251308,57.7718995409383,71.3322876589165,309.76388518423903,181.50695204077599,92.353190976878,75.814719206418,171.39581226344802,100.070270060715,0.0,679.364481104514,4,2015,3,Wochentag
2015-03-28,88.7576141232587,71.1507750733619,118.368445695676,64.2024337921723,70.4860273742895,453.116441898177,196.980397166405,77.941694226554,195.9986089719616,263.648155130058,131.111637026464,0.0,866.0817379569354,5,2015,3,Wochenende
2015-03-29,0.0,43.502028018078,80.693265740871,48.182822036045295,0.0,490.24389810089997,209.36556033414502,65.44006344197899,176.4792964728062,164.385062187746,134.268645941068,0.0,662.6220138958943,6,2015,3,Wochenende
2015-03-30,70.2110382822482,74.6658953462653,104.635008958419,49.48937874024839,0.0,366.49161760561003,165.575101921629,75.5659837568993,203.8503759473843,159.650820677702,90.5186321170105,0.0,665.4929389327909,0,2015,3,Wochentag
2015-03-31,65.8069526132963,82.4720203787806,110.049630783239,62.6924952242677,56.187108327966605,334.326664642703,175.29867095408002,82.6710726031027,64.7076619650665,165.277942691003,110.97738288644301,0.0,711.5348719702532,1,2015,3,Wochentag
2015-04-01,85.79487247636459,66.64952888113011,103.999804951434,59.3362354009402,83.51924628473151,384.15605856712403,194.662250063641,82.5935100295356,69.2254558846616,180.966718085177,130.58971162435898,0.0,783.4557465617245,2,2015,4,Wochentag
2015-04-02,105.729115412076,82.5274885105565,167.887386105867,77.3531868261811,57.9107897004759,513.553160992109,222.89338353415798,95.3755966033708,47.3445605651905,301.80171205711497,91.5923991826805,0.0,1004.9611275472655,3,2015,4,Wochentag
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2015,4,Wochentag
2015-04-04,116.67633729119301,89.845367357123,113.409992877102,166.855005921094,68.3558823021228,623.670720136176,264.79175939794203,124.08504609846901,0.0,375.265089768935,127.570024574256,0.0,1178.8133058848107,5,2015,4,Wochenende
2015-04-05,72.8225961385917,51.1978752899949,62.3827337969296,88.8339619709189,62.4196154106784,713.026332006736,284.366252760742,89.93615706892191,165.316059992133,198.94847562040698,123.486222124752,0.0,1050.6831146138495,6,2015,4,Wochenende
2015-04-06,0.0,72.9264090345745,95.6458572342232,29.2059586399192,80.8155700025373,737.0042656544749,296.095675681309,82.50531379084251,223.29656126597303,145.798378159538,124.513192658247,0.0,1015.5980605657292,0,2015,4,Wochentag
2015-04-07,71.6544124565344,74.51524952592979,107.913007939369,52.5602724418651,0.0,404.036712756462,158.285308149568,106.480043334722,81.611456606518,133.581470425015,83.281123727221,0.0,710.6796551201603,1,2015,4,Wochentag
2015-04-08,76.3067077167911,45.9808416750444,91.7103235412527,31.9572285010811,0.0,372.14812816772496,179.626104494308,99.2143603575827,73.2621354679864,172.66319363787602,73.7738412042521,0.0,618.1032296018943,2,2015,4,Wochentag
2015-04-09,94.75430399686951,63.9487000917527,105.98778670765101,44.7910085987965,71.4931159782761,391.286231235798,204.01769209142898,84.5050586117381,71.0751782323991,131.684982765384,98.9312314323166,0.0,772.2611466091439,3,2015,4,Wochentag
2015-04-10,74.66183527216391,66.1132156920336,113.98609640639401,50.540742257179296,62.464742194783604,427.0153739614,209.86968911808998,82.2875725123016,64.0516512936058,139.960807581796,118.895592990688,0.0,794.7820057839544,4,2015,4,Wochentag
2015-04-11,76.35122558176501,66.0512166376553,115.43124401135599,54.514858517002004,63.645126625854104,432.636694229521,248.614746568133,105.91890839442199,43.25359413626779,160.461814571889,124.843699210787,0.0,808.6303656031535,5,2015,4,Wochenende
2015-04-12,62.9496793846023,45.6183702135452,73.52785548579591,13.231502206917,62.14602997442229,445.370023194289,206.581347324336,83.91868035765,236.82201405559857,116.19622226573401,117.900794462081,0.0,702.8434604595716,6,2015,4,Wochenende
2015-04-13,67.00381078747911,69.3507008971596,65.9798217808541,52.973892936043704,44.275432357594795,288.625151366346,180.462916956162,77.84610116806842,173.0591262018808,132.552607786975,71.5571157808187,0.0,588.2088101254774,0,2015,4,Wochentag
2015-04-14,90.4673570678847,81.47194826652809,80.7655847754525,29.087873015543103,0.0,294.137729509238,173.433211994484,36.7828766342676,43.4577020222807,150.337009737284,94.12443962291809,0.0,575.9304926346464,1,2015,4,Wochentag
2015-04-15,86.7860044770645,58.2042173611463,128.872881768155,37.1542219526247,71.9990792401552,296.427455825132,149.577829420974,91.1183262998745,170.74366856345108,143.100820831407,100.27977863181299,0.0,679.4438606242777,2,2015,4,Wochentag
2015-04-16,67.7904296629427,73.3657809026866,95.0182701113162,62.1508695525396,46.7116204584093,291.499256410207,138.542325862041,61.728879543306,124.43195682016899,169.660003721532,69.3238119751903,0.0,636.5362270981014,3,2015,4,Wochentag
2015-04-17,71.6913704400719,60.519654067188796,88.5685196706205,44.714493085016095,82.7055937900993,296.931398175141,155.322530635992,69.8824320183856,67.15134700210521,146.032865038221,92.20105667773309,0.0,645.1310292281377,4,2015,4,Wochentag
2015-04-18,89.8214838699375,80.0720232461583,95.39512202927709,49.3298059290291,68.48487590393,403.73419012037806,213.284780052514,64.6994481217462,203.495485483573,153.180499162377,100.404849474337,0.0,786.83750109871,5,2015,4,Wochenende
2015-04-19,0.0,45.4632921612206,82.8260291777467,0.0,59.4156840029689,427.128440035571,222.18410133393797,74.5152717278543,195.00148902220832,132.21599643153098,115.784397171096,0.0,614.8334453775071,6,2015,4,Wochenende
2015-04-20,87.1864744368869,64.5678255651676,112.902398518459,45.4859828632822,48.3853316071219,279.302692509988,151.503963647733,81.11513102481541,189.48229799513808,119.697982399577,71.49930225671791,0.0,637.8307055009055,0,2015,4,Wochentag
2015-04-21,61.6472375429655,65.8361578376714,110.179705356747,44.992390182959205,0.0,269.089045685249,191.836472540047,64.4228350327552,60.846223148100904,122.69647306411501,93.77530012260559,0.0,551.7445366055921,1,2015,4,Wochentag
2015-04-22,85.0805838477358,85.7977651388176,81.24228692620571,26.306479523116302,0.0,276.758290737374,174.276596104684,56.794962888548795,66.1302509968042,113.070692625698,64.9936227133225,0.0,555.1854061732495,2,2015,4,Wochentag
2015-04-23,69.8729078845054,53.642679231515,90.80112068909192,46.6160889192309,64.25626724148829,318.97778589851396,166.24421489926598,76.7558948030472,44.0482800329746,128.679551507716,72.45144594319001,0.0,644.1668498643455,3,2015,4,Wochentag
2015-04-24,54.9704752110311,54.750539806378896,94.0086580323333,43.5015236361001,57.536246970003994,344.693009741752,164.961265389891,85.134322229381,48.63334110492001,141.90268115431002,62.1761052724341,0.0,649.4604533975994,4,2015,4,Wochentag
2015-04-25,78.5421374772563,55.140741251021794,107.62460134728599,37.885435898457,0.0,467.118103912274,199.0995416552,71.0833565833011,117.28235915592899,135.84109604461398,52.56655381987921,0.0,746.3110198862951,5,2015,4,Wochenende
2015-04-26,0.0,41.8126631454639,90.3343732016965,30.566720355657896,83.19004405106308,396.516409647485,191.467826633141,57.646709943258706,229.6938104222457,144.13683290078,91.80045539059759,0.0,642.4202104013664,6,2015,4,Wochenende
2015-04-27,97.37109500656858,60.706432893618796,108.073608720474,28.8718276200343,74.40201076850259,300.585622334845,141.240946083426,95.0099508329275,170.3188961188887,130.595690215572,54.5010742531491,0.0,670.0105973440433,0,2015,4,Wochentag
2015-04-28,69.60056219676,53.76491012163589,81.3459433815858,64.2620156477654,59.358132609742604,283.187136876959,171.26744785923,95.3082237614969,0.0,114.62176828527299,46.55960873587829,0.0,611.5187008344487,1,2015,4,Wochentag
2015-04-29,76.7266608551527,74.326673962826,131.78502937951902,41.156751033423,77.9249846324325,332.319785421399,147.67900651408002,87.7571481345472,59.7532508644574,161.240783263072,91.8497425807699,0.0,734.2398852847523,2,2015,4,Wochentag
2015-04-30,97.96272862733178,107.328844709898,122.082675207362,48.335498640966705,81.7807387716868,391.38196182139603,176.14611768663798,59.550384689873,75.9281825905598,208.48604813324502,52.331821957249296,0.0,848.8724477786413,3,2015,4,Wochentag
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2015,5,Wochentag
